Record_ID,Sensor_ID,Road_Segment_ID,Intersection_ID,Timestamp,Day_of_Week,Hour_of_Day,Weekend_Flag,Traffic_Volume,Vehicle_Speed_kmph,Road_Occupancy_Percent,Vehicle_Density,Travel_Time_sec,Queue_Length_m,Lane_Count,Lane_Utilization_Percent,Signal_Delay_sec,Weather_Condition,Temperature_C,Humidity_Percent,Visibility_m,Road_Surface,GPS_Vehicle_Count,IoT_Device_Count,Camera_Detection_Count,Incident_Flag,Special_Event,Historical_Flow_5min,Historical_Flow_10min,Historical_Flow_15min,Congestion_Level,Future_Traffic_Flow
9613,SEN_048,RS_049,INT_034,07/01/2024 16:12,Sunday,16,Yes,1732,43.44,88.26,92.49,213.53,183.21,6,17.37,84.02,Clear,28.8,37.1,1951,Dry,181,14,540,No,No,1745,1586,1648,Severe,Very High Flow
9614,SEN_015,RS_035,INT_025,07/01/2024 16:13,Sunday,16,Yes,755,61.58,28.94,40.49,137.8,63.8,5,5,30.01,Clear,37.4,66.7,7579,Dry,110,19,171,No,No,764,864,934,Moderate,Medium Flow
9615,SEN_100,RS_077,INT_004,07/01/2024 16:14,Sunday,16,Yes,1131,68.2,54.17,66.8,170.73,132.4,3,19.56,72.45,Clear,16.1,78.8,2216,Dry,148,21,1355,No,No,1051,1242,1169,High,High Flow
9616,SEN_112,RS_071,INT_045,07/01/2024 16:15,Sunday,16,Yes,1436,55.23,75.9,77.13,207.19,163.25,3,19.78,77.04,Clear,18.8,67.7,6513,Dry,415,29,928,Yes,No,1513,1470,1262,Severe,Very High Flow
9617,SEN_092,RS_059,INT_025,07/01/2024 16:16,Sunday,16,Yes,1104,58.73,50.97,57.49,171.42,119.62,2,24.85,54.92,Clear,32.6,51.9,1820,Dry,366,27,1108,No,No,1220,945,1026,High,High Flow
9618,SEN_029,RS_077,INT_014,07/01/2024 16:17,Sunday,16,Yes,1291,50.49,65.33,65.57,181.17,126.02,6,11.56,68.94,Clear,23.4,50.3,5727,Dry,448,8,490,No,No,1245,1448,1479,High,High Flow
9619,SEN_015,RS_029,INT_013,07/01/2024 16:18,Sunday,16,Yes,135,78.18,12.53,5,65.74,24.04,6,5.99,15.12,Rain,35.6,43.7,8005,Dry,259,4,1306,No,No,160,185,50,Low,Low Flow
9620,SEN_060,RS_075,INT_004,07/01/2024 16:19,Sunday,16,Yes,626,74.7,37.16,38.08,129.69,70.04,2,15.97,38.88,Windy,36.3,69.1,672,Dry,116,8,259,No,No,738,485,631,Moderate,Medium Flow
9621,SEN_060,RS_019,INT_018,07/01/2024 16:20,Sunday,16,Yes,1215,51.23,65.44,64.58,171.33,125.11,2,31.84,69.97,Fog,33.5,41.9,9145,Dry,377,15,1600,No,Yes,1285,1247,1392,High,High Flow
9622,SEN_140,RS_069,INT_013,07/01/2024 16:21,Sunday,16,Yes,1413,44.35,72.07,78.35,206.09,147.81,3,25.21,71.18,Windy,31.3,77.9,1271,Dry,265,17,715,No,No,1437,1544,1171,Severe,Very High Flow
9623,SEN_136,RS_072,INT_029,07/01/2024 16:22,Sunday,16,Yes,115,91.37,9.74,5,80.3,0,3,6.54,0,Rain,31.7,75.7,4933,Dry,196,23,491,No,No,142,265,340,Low,Low Flow
9624,SEN_135,RS_023,INT_050,07/01/2024 16:23,Sunday,16,Yes,518,84.47,24.69,26.58,118.23,62.7,6,5,27.38,Clear,39.6,55.3,9650,Wet,245,25,1604,No,No,560,467,729,Moderate,Medium Flow
9625,SEN_142,RS_032,INT_005,07/01/2024 16:24,Sunday,16,Yes,1695,38.71,93.27,99.42,239.17,191.6,3,30.02,91.22,Cloudy,39.4,83.1,1337,Dry,283,24,1196,No,Yes,1773,1800,1689,Severe,Very High Flow
9626,SEN_051,RS_010,INT_010,07/01/2024 16:25,Sunday,16,Yes,674,75.58,25.75,36.85,137.62,75.46,3,7.14,43.62,Clear,32.6,77.6,5836,Dry,242,16,861,No,No,651,688,803,Moderate,Medium Flow
9627,SEN_102,RS_057,INT_027,07/01/2024 16:26,Sunday,16,Yes,1680,43.27,84.34,88.31,221.67,171.09,2,38.1,84.67,Clear,25,57.5,3035,Wet,263,9,437,No,No,1645,1800,1781,Severe,Very High Flow
9628,SEN_081,RS_062,INT_016,07/01/2024 16:27,Sunday,16,Yes,1428,51.35,69.04,73.22,173.18,158.03,4,14.38,82.2,Windy,19.4,77.9,8197,Dry,242,24,533,No,No,1385,1314,1429,Severe,Very High Flow
9629,SEN_039,RS_076,INT_045,07/01/2024 16:28,Sunday,16,Yes,1743,35.29,90.56,92.6,237.09,194.66,3,34.59,100.36,Rain,32.6,83.8,6292,Dry,431,2,1421,No,No,1663,1777,1800,Severe,Very High Flow
9630,SEN_148,RS_052,INT_002,07/01/2024 16:29,Sunday,16,Yes,386,77.7,17.6,16.75,91.64,18.73,3,5,5.24,Clear,25.7,31.8,6854,Wet,204,3,1549,No,No,435,525,316,Low,Low Flow
9631,SEN_042,RS_060,INT_020,07/01/2024 16:30,Sunday,16,Yes,1637,36.65,93.94,94.39,233.63,191.48,6,17.5,96.43,Clear,26.8,77.5,9215,Dry,445,9,618,No,No,1605,1471,1549,Severe,Very High Flow
9632,SEN_096,RS_079,INT_015,07/01/2024 16:31,Sunday,16,Yes,698,62.72,39.48,37.95,125.13,76.2,2,15.56,29.6,Clear,27.1,49,4333,Wet,318,14,913,No,No,662,744,914,Moderate,Medium Flow
9633,SEN_135,RS_018,INT_024,07/01/2024 16:32,Sunday,16,Yes,1212,58.48,55.61,67.6,192.4,144.57,3,14.18,73.11,Fog,25.8,45.9,9485,Dry,236,21,665,No,No,1180,1279,1144,High,High Flow
9634,SEN_123,RS_029,INT_044,07/01/2024 16:33,Sunday,16,Yes,1475,44.71,60.42,80.94,199.79,164.32,4,16.71,81.21,Windy,37.5,77.4,4689,Dry,365,23,1490,Yes,No,1434,1514,1286,Severe,Very High Flow
9635,SEN_052,RS_060,INT_010,07/01/2024 16:34,Sunday,16,Yes,436,72.05,16.11,23.42,112.15,57.34,4,5,20.17,Clear,17.8,84.3,2702,Dry,110,18,1199,No,No,519,571,582,Low,Low Flow
9636,SEN_003,RS_001,INT_029,07/01/2024 16:35,Sunday,16,Yes,260,75.31,15.81,18.21,84.92,44.19,4,5,21.96,Clear,28.4,38,1520,Dry,45,11,1538,No,Yes,334,209,428,Low,Low Flow
9637,SEN_054,RS_005,INT_044,07/01/2024 16:36,Sunday,16,Yes,1459,39.23,71.63,85.12,215.36,175.08,3,20.07,99.51,Clear,23.9,44.6,5396,Dry,394,29,1320,No,No,1468,1550,1585,Severe,Very High Flow
9638,SEN_005,RS_053,INT_033,07/01/2024 16:37,Sunday,16,Yes,1779,27.43,86.08,105.99,261.83,221.11,3,31.02,114.75,Clear,35.9,42.3,9672,Dry,424,25,767,No,No,1769,1725,1715,Severe,Very High Flow
9639,SEN_105,RS_065,INT_031,07/01/2024 16:38,Sunday,16,Yes,147,86.47,5,5,80.89,5.64,3,5,0.23,Clear,21.3,63.9,2976,Dry,329,22,957,No,No,187,50,50,Low,Low Flow
9640,SEN_107,RS_078,INT_007,07/01/2024 16:39,Sunday,16,Yes,371,63.64,22.7,19.05,101.13,34.92,5,6.01,14.85,Windy,27.1,70,4873,Dry,291,6,538,No,No,426,216,229,Low,Low Flow
9641,SEN_046,RS_017,INT_035,07/01/2024 16:40,Sunday,16,Yes,771,70.8,36.89,43.61,147.44,101.94,3,11.49,50.93,Clear,36,53.5,9031,Wet,359,5,613,No,No,835,741,655,Moderate,Medium Flow
9642,SEN_029,RS_033,INT_042,07/01/2024 16:41,Sunday,16,Yes,260,85.36,10.82,20.74,104.73,52.23,3,5.73,29.15,Clear,26,57.9,4369,Dry,304,29,1202,No,No,361,337,322,Low,Low Flow
9643,SEN_118,RS_007,INT_047,07/01/2024 16:42,Sunday,16,Yes,1569,44.58,83.42,84.39,208.58,176.62,4,22.96,84.18,Clear,23.4,35.1,3861,Wet,250,17,967,No,Yes,1656,1415,1381,Severe,Very High Flow
9644,SEN_109,RS_080,INT_006,07/01/2024 16:43,Sunday,16,Yes,513,75.79,33.46,32.28,122.27,69.35,2,20.33,32.37,Cloudy,33.9,40.6,5994,Dry,301,15,830,No,No,521,572,722,Moderate,Medium Flow
9645,SEN_001,RS_019,INT_036,07/01/2024 16:44,Sunday,16,Yes,1567,43.52,72.78,84.62,214.6,151.87,5,12.36,74.78,Clear,27.7,56.3,7308,Wet,251,25,716,No,No,1622,1451,1784,Severe,Very High Flow
9646,SEN_059,RS_034,INT_041,07/01/2024 16:45,Sunday,16,Yes,1784,40.38,95.09,103.01,254.17,210.57,3,31.19,97.51,Windy,30.5,92.2,7553,Dry,114,19,1003,No,No,1800,1800,1800,Severe,Very High Flow
9647,SEN_010,RS_044,INT_031,07/01/2024 16:46,Sunday,16,Yes,993,62.91,49.1,55.54,169.27,109,5,7.81,56.31,Clear,24.2,71.1,2519,Dry,252,9,972,No,Yes,1109,879,1136,High,High Flow
9648,SEN_109,RS_023,INT_024,07/01/2024 16:47,Sunday,16,Yes,1637,51.04,86.44,86.77,216.65,184.66,6,14.95,93.97,Cloudy,32.1,77.8,792,Wet,261,21,912,No,No,1749,1502,1800,Severe,Very High Flow
9649,SEN_062,RS_049,INT_033,07/01/2024 16:48,Sunday,16,Yes,145,95.05,10.53,7.58,72.9,11.91,2,5.02,3.08,Clear,33,65,8993,Dry,164,4,649,No,No,190,92,50,Low,Low Flow
9650,SEN_089,RS_054,INT_032,07/01/2024 16:49,Sunday,16,Yes,1124,66.9,56.3,64.9,185.23,101.51,3,20.37,48.01,Rain,26.9,59.5,7863,Dry,191,20,545,No,No,1229,1011,1243,High,High Flow
9651,SEN_112,RS_079,INT_023,07/01/2024 16:50,Sunday,16,Yes,1715,36.21,86.06,83.76,209.31,172.85,4,18.71,81.75,Rain,19.8,41,5663,Wet,173,19,611,No,No,1784,1800,1800,Severe,Very High Flow
9652,SEN_070,RS_071,INT_040,07/01/2024 16:51,Sunday,16,Yes,463,81.32,26.49,29.36,122,55.92,2,11.23,29.33,Clear,22.6,57.2,9506,Dry,307,25,590,No,No,475,632,607,Moderate,Medium Flow
9653,SEN_003,RS_027,INT_037,07/01/2024 16:52,Sunday,16,Yes,1718,43.95,80.42,89.58,222.4,177.19,4,20.72,84.36,Cloudy,24,43.9,9166,Dry,82,22,365,No,No,1775,1794,1575,Severe,Very High Flow
9654,SEN_070,RS_046,INT_050,07/01/2024 16:53,Sunday,16,Yes,1662,38.62,77.39,91.46,220.27,183.03,3,24.54,94.05,Cloudy,27.9,75.7,4881,Dry,194,17,1304,No,No,1701,1738,1698,Severe,Very High Flow
9655,SEN_144,RS_036,INT_024,07/01/2024 16:54,Sunday,16,Yes,118,81.31,16.3,6.12,67.97,25.44,4,5,17.54,Clear,40.2,54.6,5921,Wet,62,16,635,No,No,50,145,250,Low,Low Flow
9656,SEN_125,RS_002,INT_024,07/01/2024 16:55,Sunday,16,Yes,1388,48.08,75.24,66.2,156.5,154.49,2,38.36,78.84,Clear,15.7,46.6,7133,Dry,39,20,260,No,No,1363,1515,1481,High,High Flow
9657,SEN_141,RS_073,INT_050,07/01/2024 16:56,Sunday,16,Yes,901,57.89,50.01,47.6,145.19,95.66,3,16.24,46.01,Clear,20.4,31.1,5132,Dry,57,14,1292,No,Yes,891,824,1050,High,High Flow
9658,SEN_009,RS_044,INT_025,07/01/2024 16:57,Sunday,16,Yes,681,62.21,33.27,39.5,136.22,69.98,3,16.74,33.55,Rain,15.3,94.9,2723,Wet,290,17,111,No,No,592,575,798,Moderate,Medium Flow
9659,SEN_029,RS_050,INT_008,07/01/2024 16:58,Sunday,16,Yes,1700,44.41,76.81,101.9,263.83,179.88,3,20.44,86.08,Windy,32,36.5,7176,Dry,351,2,86,No,Yes,1800,1641,1800,Severe,Very High Flow
9660,SEN_084,RS_037,INT_003,07/01/2024 16:59,Sunday,16,Yes,864,65.51,40.55,51.29,147.39,121.17,3,9.94,61.84,Fog,21.3,42.3,6026,Dry,51,29,315,No,Yes,916,787,983,Moderate,Medium Flow
9661,SEN_116,RS_029,INT_022,07/01/2024 17:00,Sunday,17,Yes,1439,49.05,74,83.57,207.69,189.2,2,37.78,91.71,Rain,41.8,47.5,7025,Dry,437,17,421,No,No,1343,1612,1687,Severe,Very High Flow
9662,SEN_003,RS_068,INT_034,07/01/2024 17:01,Sunday,17,Yes,1291,58.67,70.3,63.09,168.22,112.73,5,15.24,63.12,Rain,20.3,79.4,4021,Dry,363,24,917,No,No,1275,1347,1273,High,High Flow
9663,SEN_055,RS_073,INT_041,07/01/2024 17:02,Sunday,17,Yes,750,67.4,39.64,40.46,126.69,83.42,4,6.32,35,Clear,27.2,94.7,6592,Dry,291,28,1146,No,No,640,652,582,Moderate,Medium Flow
9664,SEN_018,RS_027,INT_018,07/01/2024 17:03,Sunday,17,Yes,1346,56.53,69.58,82.06,212.35,164.99,3,21.49,80.25,Clear,23.3,32.9,4723,Dry,44,26,120,No,Yes,1251,1475,1178,High,High Flow
9665,SEN_115,RS_077,INT_030,07/01/2024 17:04,Sunday,17,Yes,1176,51.97,57.94,69.33,181.66,121.76,3,19.84,57.78,Clear,22.2,72.6,1670,Dry,378,20,407,No,No,1240,1160,1136,High,High Flow
9666,SEN_101,RS_021,INT_029,07/01/2024 17:05,Sunday,17,Yes,558,69.59,31.15,28.95,106.33,61.15,3,13.24,31.65,Cloudy,40.8,56.4,679,Dry,366,12,749,Yes,No,545,569,352,Moderate,Medium Flow
9667,SEN_019,RS_021,INT_044,07/01/2024 17:06,Sunday,17,Yes,640,71.8,27.45,36.01,128.05,78.28,4,7.59,35.45,Fog,38.7,93,8391,Wet,385,8,1619,No,No,696,498,469,Moderate,Medium Flow
9668,SEN_071,RS_019,INT_049,07/01/2024 17:07,Sunday,17,Yes,180,97.59,9.62,13.92,89.46,24.93,4,5,15.58,Rain,15.2,91.5,8126,Dry,389,3,804,No,No,147,169,294,Low,Low Flow
9669,SEN_112,RS_066,INT_010,07/01/2024 17:08,Sunday,17,Yes,593,80.77,28.5,36.76,120.58,75.15,6,5,38.68,Clear,24.8,66.4,1207,Wet,196,20,346,No,No,635,626,408,Moderate,Medium Flow
9670,SEN_148,RS_026,INT_012,07/01/2024 17:09,Sunday,17,Yes,255,89.3,19.98,13.66,93.31,32.29,4,5,18.03,Rain,32.8,76.3,2200,Dry,425,22,1411,No,No,261,175,100,Low,Low Flow
9671,SEN_062,RS_020,INT_007,07/01/2024 17:10,Sunday,17,Yes,317,72.71,5,16.63,103.28,32.91,4,5,7.97,Rain,27.8,40.4,6574,Dry,416,19,450,No,No,248,141,276,Low,Low Flow
9672,SEN_118,RS_052,INT_015,07/01/2024 17:11,Sunday,17,Yes,989,62.61,48.69,56.71,167.77,110.43,2,21.81,51.82,Clear,41.6,57.6,6063,Dry,274,24,1082,No,No,1015,880,1005,High,High Flow
9673,SEN_067,RS_078,INT_014,07/01/2024 17:12,Sunday,17,Yes,1162,61.73,59.35,68.46,187.55,133.73,4,6.29,70.92,Fog,34.3,91.8,5558,Dry,105,19,1239,No,No,1142,1220,1008,High,High Flow
9674,SEN_150,RS_032,INT_045,07/01/2024 17:13,Sunday,17,Yes,1202,68.17,50.83,65.21,159.07,136.5,4,12.37,62.86,Clear,31.4,85,2226,Dry,442,9,332,No,No,1238,1343,1366,High,High Flow
9675,SEN_042,RS_052,INT_049,07/01/2024 17:14,Sunday,17,Yes,950,52.75,51.2,45.38,134.9,95.95,5,13.53,43.51,Fog,25.7,34.8,2447,Dry,307,18,854,No,No,870,834,807,High,High Flow
9676,SEN_040,RS_080,INT_036,07/01/2024 17:15,Sunday,17,Yes,574,77.99,28.04,31.57,105.78,72.93,4,9.57,39.57,Cloudy,19.6,75.7,4568,Wet,51,7,1222,No,No,457,424,579,Moderate,Medium Flow
9677,SEN_090,RS_062,INT_031,07/01/2024 17:16,Sunday,17,Yes,1026,67.07,46.53,51.95,160.95,106.71,4,8.97,47.9,Clear,34.2,83.4,7094,Dry,72,26,1026,No,No,915,1091,950,High,High Flow
9678,SEN_133,RS_053,INT_048,07/01/2024 17:17,Sunday,17,Yes,1617,46.51,85.94,97.57,243.46,203.17,3,25.44,93.77,Cloudy,16,56.4,6456,Dry,29,14,1493,No,No,1612,1730,1735,Severe,Very High Flow
9679,SEN_122,RS_079,INT_014,07/01/2024 17:18,Sunday,17,Yes,834,58.07,37.98,42.52,140.09,99.71,4,13.58,46.39,Fog,40,60.5,3959,Wet,176,5,484,No,No,743,978,755,Moderate,Medium Flow
9680,SEN_062,RS_072,INT_008,07/01/2024 17:19,Sunday,17,Yes,1400,51.52,74.04,77.31,197.14,140.98,3,23.94,80.33,Cloudy,25.4,39.3,7295,Dry,59,18,1280,Yes,No,1376,1511,1543,Severe,Very High Flow
9681,SEN_039,RS_057,INT_011,07/01/2024 17:20,Sunday,17,Yes,290,84.29,15.43,13.27,81.76,30.12,3,5,8.69,Clear,29.9,36.2,6215,Dry,417,7,583,No,No,328,184,467,Low,Low Flow
9682,SEN_076,RS_030,INT_015,07/01/2024 17:21,Sunday,17,Yes,1226,56.04,59.25,66.04,209.72,135.33,4,13.45,60.84,Clear,25.9,91.3,1401,Dry,167,16,544,No,No,1172,1169,1272,High,High Flow
9683,SEN_125,RS_018,INT_022,07/01/2024 17:22,Sunday,17,Yes,1332,47.83,61.55,77.34,205.6,146.5,3,20.47,81.24,Clear,24.9,71.1,9052,Dry,270,7,1463,No,No,1435,1208,1433,High,High Flow
9684,SEN_112,RS_068,INT_034,07/01/2024 17:23,Sunday,17,Yes,1697,36.66,81.28,98.49,236.53,204.42,3,24.74,104.04,Clear,41.5,92,9764,Dry,136,2,1388,No,Yes,1751,1638,1800,Severe,Very High Flow
9685,SEN_075,RS_004,INT_050,07/01/2024 17:24,Sunday,17,Yes,1759,42.48,92.35,100.35,244.54,198.93,4,22.98,101.19,Cloudy,30.2,59.4,6592,Dry,122,18,1266,No,No,1732,1800,1600,Severe,Very High Flow
9686,SEN_127,RS_068,INT_038,07/01/2024 17:25,Sunday,17,Yes,1491,43.34,80.32,86.71,205.82,171.46,4,18.48,77.25,Clear,38.8,38.2,1456,Dry,272,21,177,Yes,No,1378,1563,1422,Severe,Very High Flow
9687,SEN_062,RS_022,INT_002,07/01/2024 17:26,Sunday,17,Yes,219,79.82,14.42,10.06,82.69,2.78,6,5,0,Cloudy,20.3,70,2386,Wet,444,27,1116,No,No,115,62,330,Low,Low Flow
9688,SEN_082,RS_011,INT_014,07/01/2024 17:27,Sunday,17,Yes,620,71.45,30.85,30.06,112.1,60.19,2,14.84,30.93,Clear,29.6,54.3,1939,Dry,314,17,923,No,No,557,578,725,Moderate,Medium Flow
9689,SEN_023,RS_003,INT_014,07/01/2024 17:28,Sunday,17,Yes,1494,48.27,78.16,80,208.05,161.22,3,30.39,73.71,Windy,28.1,49,3372,Dry,68,12,1596,No,No,1465,1373,1298,Severe,Very High Flow
9690,SEN_127,RS_048,INT_007,07/01/2024 17:29,Sunday,17,Yes,349,86.26,19.03,21.11,90.42,52.59,6,5,30.4,Clear,25.5,86.8,8862,Dry,256,4,1073,No,No,293,203,413,Low,Low Flow
9691,SEN_136,RS_049,INT_046,07/01/2024 17:30,Sunday,17,Yes,1115,50.97,52.74,66.81,194.84,144.26,4,9.66,66.49,Clear,28.3,68.9,829,Wet,289,24,1078,No,No,1225,991,1202,High,High Flow
9692,SEN_027,RS_063,INT_042,07/01/2024 17:31,Sunday,17,Yes,1492,39.6,70.02,77.95,193.23,154.47,2,30.72,80.82,Fog,21.5,43.6,1100,Dry,363,13,1224,No,No,1529,1529,1695,Severe,Very High Flow
9693,SEN_135,RS_001,INT_020,07/01/2024 17:32,Sunday,17,Yes,1440,46.56,70.43,78.58,198.7,163.31,5,12.81,79.74,Clear,36.4,54.8,8681,Dry,61,22,216,No,No,1350,1430,1440,Severe,Very High Flow
9694,SEN_086,RS_022,INT_015,07/01/2024 17:33,Sunday,17,Yes,585,62.48,26.08,31.41,107.72,72.75,3,12.06,33.54,Clear,31.4,66.7,9808,Wet,313,6,538,Yes,No,632,543,625,Moderate,Medium Flow
9695,SEN_080,RS_022,INT_034,07/01/2024 17:34,Sunday,17,Yes,1209,58.98,61.1,64.07,169.52,122.95,4,14.22,54.04,Rain,18.2,56.5,9120,Dry,113,27,281,No,No,1322,1251,1060,High,High Flow
9696,SEN_090,RS_041,INT_010,07/01/2024 17:35,Sunday,17,Yes,111,74.87,13.58,8.55,74.29,9.56,3,13.29,16.11,Windy,28.1,77.7,3192,Dry,261,7,780,No,Yes,50,269,345,Low,Low Flow
9697,SEN_060,RS_070,INT_016,07/01/2024 17:36,Sunday,17,Yes,1177,60.62,60.25,69.38,185.29,131.6,3,18.04,61.64,Cloudy,40.5,56.1,1560,Dry,24,16,472,No,No,1239,1313,1253,High,High Flow
9698,SEN_122,RS_056,INT_017,07/01/2024 17:37,Sunday,17,Yes,1274,60.25,71.05,80.59,203.13,163.16,4,15.61,85.82,Cloudy,40.4,94.4,8070,Dry,349,19,88,No,No,1158,1315,1473,High,High Flow
9699,SEN_116,RS_063,INT_018,07/01/2024 17:38,Sunday,17,Yes,1172,58.07,58.6,73.01,195.49,140.94,3,11.31,64.55,Cloudy,41.7,94.6,5707,Dry,30,8,1277,No,No,1157,998,1350,High,High Flow
9700,SEN_103,RS_075,INT_050,07/01/2024 17:39,Sunday,17,Yes,892,53.37,43.76,52.72,173.72,100.06,3,14.53,57.47,Clear,21,86.5,5671,Dry,232,8,418,No,No,798,929,990,Moderate,Medium Flow
9701,SEN_100,RS_042,INT_009,07/01/2024 17:40,Sunday,17,Yes,441,78.04,14.47,22.66,99.23,33.52,5,6.34,20.97,Rain,36.7,85.4,2845,Dry,349,13,122,No,No,470,587,333,Low,Low Flow
9702,SEN_053,RS_021,INT_043,07/01/2024 17:41,Sunday,17,Yes,1752,35.16,90.8,100.16,236.28,213.42,4,21.74,106.41,Clear,31,85.1,5780,Dry,293,20,1026,No,No,1633,1696,1800,Severe,Very High Flow
9703,SEN_125,RS_006,INT_050,07/01/2024 17:42,Sunday,17,Yes,1536,38.9,73.52,77.51,210.54,156.12,6,12.91,74.77,Rain,35.8,35.7,3079,Dry,278,17,1036,No,No,1629,1635,1653,Severe,Very High Flow
9704,SEN_143,RS_052,INT_001,07/01/2024 17:43,Sunday,17,Yes,1008,64.68,46.1,58.65,157.98,108.38,4,12.01,58.06,Clear,32.5,92,4479,Dry,400,25,66,Yes,No,1029,1019,1088,High,High Flow
9705,SEN_070,RS_017,INT_046,07/01/2024 17:44,Sunday,17,Yes,179,89.49,5,11.41,93.73,36.3,4,5,14.72,Clear,21.4,36.4,4458,Dry,154,26,505,No,No,189,207,378,Low,Low Flow
9706,SEN_115,RS_071,INT_049,07/01/2024 17:45,Sunday,17,Yes,1761,47.4,89.82,98.14,221.98,203.7,2,47.64,103.71,Rain,17.5,66.9,6786,Dry,143,7,64,No,No,1703,1781,1800,Severe,Very High Flow
9707,SEN_098,RS_077,INT_046,07/01/2024 17:46,Sunday,17,Yes,88,85.78,5,5,77.01,0,3,5,2.01,Clear,28.2,74,9331,Dry,107,27,465,No,No,50,50,50,Low,Low Flow
9708,SEN_149,RS_031,INT_031,07/01/2024 17:47,Sunday,17,Yes,1677,43.12,92.08,96.34,225.84,192.49,2,49.32,101.23,Clear,25.4,45.4,6455,Dry,360,29,1433,No,No,1703,1756,1585,Severe,Very High Flow
9709,SEN_060,RS_054,INT_048,07/01/2024 17:48,Sunday,17,Yes,776,77.82,44.4,39.15,122.65,87.91,3,14.57,43.88,Cloudy,26.2,49.4,3445,Dry,124,8,119,No,No,680,665,941,Moderate,Medium Flow
9710,SEN_051,RS_041,INT_011,07/01/2024 17:49,Sunday,17,Yes,1132,70.23,53.93,67.11,183.95,121,4,13.38,53.37,Clear,30.6,75.6,9103,Dry,366,20,1054,No,No,1181,1058,1309,High,High Flow
9711,SEN_088,RS_046,INT_025,07/01/2024 17:50,Sunday,17,Yes,1217,61.71,48.98,70.01,193.34,128.33,3,13.38,52.64,Cloudy,35.8,43.3,3080,Dry,99,28,1128,No,No,1265,1282,1190,High,High Flow
9712,SEN_025,RS_073,INT_031,07/01/2024 17:51,Sunday,17,Yes,541,72.44,27.64,31.77,122.74,61.03,5,5.44,24.84,Clear,34.6,75.9,6672,Dry,357,15,569,No,No,577,548,702,Moderate,Medium Flow
9713,SEN_069,RS_071,INT_014,07/01/2024 17:52,Sunday,17,Yes,1000,61.47,48.45,51.62,147.42,110.88,3,16.68,61.79,Rain,27.9,60,6029,Wet,310,2,716,No,No,1025,885,1004,High,High Flow
9714,SEN_024,RS_006,INT_049,07/01/2024 17:53,Sunday,17,Yes,1246,53.33,66.75,66.61,186.82,145.08,2,30.25,76.61,Clear,29.4,87.9,1444,Dry,161,10,988,No,No,1322,1384,1480,High,High Flow
9715,SEN_143,RS_079,INT_036,07/01/2024 17:54,Sunday,17,Yes,469,80.83,23.52,20.11,89.53,38.96,3,5.27,23.88,Fog,30.7,59.8,5099,Wet,413,23,1302,No,No,405,628,479,Moderate,Medium Flow
9716,SEN_077,RS_025,INT_017,07/01/2024 17:55,Sunday,17,Yes,711,64.77,41.3,42.86,135.13,76.7,4,7.24,32.14,Cloudy,35.5,79,6860,Dry,35,6,1120,No,No,713,854,666,Moderate,Medium Flow
9717,SEN_011,RS_063,INT_011,07/01/2024 17:56,Sunday,17,Yes,761,70.19,40.52,42.42,131.75,83.96,4,15.36,44.14,Clear,38.8,60.3,6555,Wet,261,24,1450,No,No,771,881,587,Moderate,Medium Flow
9718,SEN_022,RS_069,INT_020,07/01/2024 17:57,Sunday,17,Yes,236,85.22,5.42,10.96,78.53,10.32,4,5,0.2,Clear,29.2,69.6,6781,Wet,322,23,192,No,No,253,155,95,Low,Low Flow
9719,SEN_127,RS_017,INT_045,07/01/2024 17:58,Sunday,17,Yes,414,80.47,16.97,22.45,96.09,48.19,5,6.84,23.4,Rain,38.3,36.9,8681,Wet,186,12,538,Yes,No,298,258,586,Low,Low Flow
9720,SEN_144,RS_054,INT_007,07/01/2024 17:59,Sunday,17,Yes,339,74.18,14.68,23.03,102.89,38.94,2,9.36,13.43,Rain,40.2,34.7,4296,Dry,303,29,1005,No,No,267,336,350,Low,Low Flow
9721,SEN_056,RS_069,INT_023,07/01/2024 18:00,Sunday,18,Yes,161,86.88,7.21,5,58.18,0,5,5.75,1.49,Clear,20.4,91.3,8414,Dry,31,10,1230,Yes,No,83,63,50,Low,Low Flow
9722,SEN_047,RS_004,INT_027,07/01/2024 18:01,Sunday,18,Yes,833,76.82,40.3,44.52,144.86,94.44,3,14.02,43.34,Windy,27.6,93.6,9197,Dry,428,27,627,No,No,950,722,854,Moderate,Medium Flow
9723,SEN_096,RS_034,INT_040,07/01/2024 18:02,Sunday,18,Yes,1544,43.14,80.79,79.46,199,150.73,3,28.34,79.24,Rain,23.9,93.1,5339,Wet,149,4,1552,No,No,1573,1427,1382,Severe,Very High Flow
9724,SEN_130,RS_075,INT_003,07/01/2024 18:03,Sunday,18,Yes,1275,55.13,66.26,66.62,171.49,119.94,4,13.22,62.69,Clear,18.8,78.3,9222,Dry,127,25,429,No,No,1216,1324,1139,High,High Flow
9725,SEN_110,RS_028,INT_002,07/01/2024 18:04,Sunday,18,Yes,1334,40.83,64.59,73.11,199.85,149.48,4,17.25,73.32,Rain,22.1,63,9024,Dry,60,28,1269,No,No,1402,1206,1443,High,High Flow
9726,SEN_109,RS_006,INT_021,07/01/2024 18:05,Sunday,18,Yes,799,68.69,43.26,48.73,162.59,83.75,2,25.96,33.6,Cloudy,26.1,39.2,8420,Dry,138,28,1163,Yes,No,856,747,621,Moderate,Medium Flow
